,Movie,Year,Genre,Rating,metaScore,Votes,Length,Age Certificate
390,It's a Wonderful Life,1946,"Drama, Family, Fantasy",8.6,89.0,390165,130,PG
165,Chinatown,1974,"Drama, Mystery, Thriller",8.1,92.0,288525,130,R
782,The Fugitive,1993,"Action, Crime, Drama",7.8,87.0,263161,130,PG-13
945,Unforgiven,1992,"Drama, Western",8.2,85.0,369222,130,R
318,Green Book,2018,"Biography, Comedy, Drama",8.2,69.0,347672,130,PG-13
862,The Prestige,2006,"Drama, Mystery, Sci-Fi",8.5,66.0,1162918,130,PG-13
168,City of God,2002,"Crime, Drama",8.6,79.0,688575,130,R
197,Dawn of the Planet of the Apes,2014,"Action, Adventure, Drama",7.6,79.0,407710,130,PG-13
745,The Big Short,2015,"Biography, Comedy, Drama",7.8,81.0,351331,130,R
98,Being There,1979,"Comedy, Drama",8.0,83.0,64501,130,PG
336,Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure, Drama, Fantasy",8.1,85.0,747242,130,PG-13
633,Rebecca,1940,"Drama, Mystery, Romance",8.1,86.0,120136,130,Approved
448,The Best Offer,2013,"Crime, Drama, Mystery",7.8,49.0,105769,131,R
470,The Wages of Fear,1953,"Adventure, Drama, Thriller",8.1,85.0,53323,131,Not Rated
715,Star Wars: Episode VI - Return of the Jedi,1983,"Action, Adventure, Fantasy",8.3,58.0,932177,131,PG
258,Enemy at the Gates,2001,"Drama, History, War",7.6,53.0,239257,131,R
983,X-Men: First Class,2011,"Action, Adventure, Sci-Fi",7.7,65.0,638619,131,PG-13
373,Incendies,2010,"Drama, Mystery, War",8.3,80.0,144278,131,R
974,Who's Afraid of Virginia Woolf?,1966,Drama,8.0,75.0,68071,131,Not Rated
763,The Count of Monte Cristo,2002,"Action, Adventure, Drama",7.8,61.0,127336,131,PG-13
554,Naked,1993,"Comedy, Drama",7.8,84.0,33536,132,Not Rated
524,Million Dollar Baby,2004,"Drama, Sport",8.1,86.0,626002,132,PG-13
712,Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",7.7,72.0,459363,132,PG-13
729,Talvar,2015,"Crime, Drama, Mystery",8.2,,30212,132,Not Rated
144,Call Me by Your Name,2017,"Drama, Romance",7.9,93.0,201932,132,R
217,Die Hard,1988,"Action, Thriller",8.2,72.0,770853,132,R
361,I Am Sam,2001,Drama,7.7,28.0,141489,132,PG-13
601,For a Few Dollars More,1965,Western,8.3,74.0,227678,132,R
303,Parasite,2019,"Comedy, Drama, Thriller",8.6,96.0,488040,132,R
948,V for Vendetta,2005,"Action, Drama, Sci-Fi",8.2,62.0,1013971,132,R
982,X-Men: Days of Future Past,2014,"Action, Adventure, Sci-Fi",7.9,75.0,652158,132,PG-13
655,Memories of Murder,2003,"Action, Crime, Drama",8.1,82.0,130471,132,Not Rated
985,7 Kogustaki Mucize,2019,Drama,8.3,,29848,132,15
128,Brazil,1985,"Drama, Sci-Fi",7.9,84.0,185073,132,R
749,The Blues Brothers,1980,"Action, Adventure, Comedy",7.9,60.0,179733,133,R
181,Creed,2015,"Drama, Sport",7.6,82.0,242791,133,PG-13
372,In the Name of the Father,1993,"Biography, Drama",8.1,84.0,153670,133,R
626,Rain Man,1988,Drama,8.0,65.0,466596,133,R
666,Harakiri,1962,"Action, Drama, Mystery",8.6,85.0,38400,133,Not Rated
534,Moneyball,2011,"Biography, Drama, Sport",7.6,87.0,356921,133,PG-13
635,Red River,1948,"Action, Adventure, Drama",7.8,,27605,133,Passed
941,A Very Long Engagement,2004,"Drama, Mystery, Romance",7.6,76.0,70334,133,R
645,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",7.8,65.0,541341,133,PG-13
586,One Flew Over the Cuckoo's Nest,1975,Drama,8.7,83.0,898247,133,R
259,English Vinglish,2012,"Comedy, Drama, Family",7.8,,32944,134,Not Rated
135,Brokeback Mountain,2005,"Drama, Romance",7.7,87.0,318275,134,R
805,The Hustler,1961,"Drama, Sport",8.0,90.0,74205,134,Not Rated
829,The Lion in Winter,1968,"Biography, Drama, History",7.9,,28549,134,PG
2,12 Years a Slave,2013,"Biography, Drama, History",8.1,96.0,627753,134,R
333,Happiness,1998,"Comedy, Drama",7.7,81.0,65620,134,Unrated
966,What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",8.1,75.0,49044,134,Passed
150,Captain Phillips,2013,"Adventure, Biography, Crime",7.8,82.0,414014,134,PG-13
587,Only the Brave,2017,"Action, Biography, Drama",7.6,72.0,55541,134,PG-13
535,Princess Mononoke,1997,"Animation, Adventure, Fantasy",8.4,76.0,333633,134,PG-13
868,The Remains of the Day,1993,"Drama, Romance",7.8,84.0,64393,134,PG
939,Udaan,2010,Drama,8.2,,41745,134,Not Rated
119,Bohemian Rhapsody,2018,"Biography, Drama, Music",8.0,49.0,436743,134,PG-13
492,Lost Highway,1997,"Mystery, Thriller",7.6,52.0,128303,134,R
803,The Hunt for Red October,1990,"Action, Adventure, Thriller",7.6,58.0,175768,135,PG
901,The Wild Bunch,1969,"Action, Adventure, Western",7.9,97.0,76371,135,R
646,Roma,2018,Drama,7.7,96.0,135771,135,R
494,Love Actually,2003,"Comedy, Drama, Romance",7.6,55.0,416874,135,R
592,Paan Singh Tomar,2012,"Action, Biography, Crime",8.2,,32573,135,Not Rated
487,Little Women,2019,"Drama, Romance",7.8,91.0,126370,135,PG
692,Sling Blade,1996,Drama,8.0,84.0,85928,135,R
867,The Red Shoes,1948,"Drama, Music, Romance",8.1,,30143,135,Not Rated
6,25th Hour,2002,Drama,7.6,68.0,168249,135,R
14,A Beautiful Mind,2001,"Biography, Drama",8.2,72.0,831756,135,PG-13
857,The Outlaw Josey Wales,1976,Western,7.8,69.0,64463,135,PG
757,The Bridges of Madison County,1995,"Drama, Romance",7.6,66.0,71587,135,PG-13
847,The Matrix,1999,"Action, Sci-Fi",8.7,73.0,1640629,136,R
17,A Clockwork Orange,1971,"Crime, Drama, Sci-Fi",8.3,77.0,743870,136,R
148,Captain America: The Winter Soldier,2014,"Action, Adventure, Sci-Fi",7.7,70.0,722356,136,PG-13
565,North by Northwest,1959,"Adventure, Mystery, Thriller",8.3,98.0,293465,136,Approved
962,Walk the Line,2005,"Biography, Drama, Music",7.8,72.0,230393,136,PG-13
321,Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",7.6,67.0,554140,136,PG-13
608,Pink,2016,"Drama, Thriller",8.1,,37994,136,Not Rated
938,Tokyo Story,1953,Drama,8.2,,51106,136,Not Rated
23,A Star Is Born,2018,"Drama, Music, Romance",7.7,88.0,322067,136,R
665,Sense and Sensibility,1995,"Drama, Romance",7.6,84.0,100145,136,PG
663,Secrets & Lies,1996,"Comedy, Drama",8.0,91.0,36693,136,R
513,Marriage Story,2019,"Comedy, Drama, Romance",8.0,94.0,231303,137,R
92,Beasts of No Nation,2015,"Drama, War",7.7,79.0,72103,137,Not Rated
420,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8.0,83.0,671570,137,R
408,The Tale of The Princess Kaguya,2013,"Animation, Adventure, Drama",8.0,89.0,36873,137,PG
40,Aliens,1986,"Action, Adventure, Sci-Fi",8.3,84.0,642274,137,R
489,Logan,2017,"Action, Drama, Sci-Fi",8.1,77.0,631488,137,R
509,Manchester by the Sea,2016,Drama,7.8,96.0,239998,137,R
735,Terminator 2: Judgment Day,1991,"Action, Sci-Fi",8.5,75.0,979235,137,R
194,The Lives of Others,2006,"Drama, Mystery, Thriller",8.4,89.0,351499,137,R
986,My Sassy Girl,2001,"Comedy, Drama, Romance",8.0,,44841,137,Not Rated
650,Rosemary's Baby,1968,"Drama, Horror",8.0,96.0,188972,137,Approved
438,L.A. Confidential,1997,"Crime, Drama, Mystery",8.2,90.0,523661,138,R
13,8½,1963,Drama,8.0,,106931,138,Not Rated
18,A Few Good Men,1992,"Drama, Thriller",7.7,62.0,230630,138,R
44,All the President's Men,1976,"Biography, Drama, History",8.0,84.0,100414,138,PG
683,Shutter Island,2010,"Mystery, Thriller",8.2,63.0,1102797,138,R
173,Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",7.6,90.0,181441,138,PG
304,Duck You Sucker,1971,"Drama, War, Western",7.6,77.0,29501,138,PG
953,Victoria,2015,"Crime, Drama, Romance",7.6,77.0,51285,138,Not Rated
947,Uri: The Surgical Strike,2019,"Action, Drama, War",8.3,,41730,138,Not Rated
552,Mystic River,2003,"Crime, Drama, Mystery",7.9,84.0,412961,138,R
41,All About Eve,1950,Drama,8.2,98.0,118357,138,Passed
997,Zulu,1964,"Drama, History, War",7.7,77.0,35310,138,Not Rated
691,Sleuth,1972,"Mystery, Thriller",8.0,,44221,138,PG
716,Star Wars: Episode VII - The Force Awakens,2015,"Action, Adventure, Sci-Fi",7.9,80.0,847681,138,PG-13
393,Jab We Met,2007,"Comedy, Drama, Romance",7.9,,46676,138,Not Rated
533,Mommy,2014,Drama,8.1,74.0,49119,139,R
58,Andhadhun,2018,"Crime, Thriller",8.3,,66999,139,Not Rated
63,Apocalypto,2006,"Action, Adventure, Drama",7.8,68.0,287188,139,R
276,Fight Club,1999,Drama,8.8,66.0,1816619,139,R
514,Mary Poppins,1964,"Comedy, Family, Fantasy",7.8,88.0,154973,139,G
68,As Good as It Gets,1997,"Comedy, Drama, Romance",7.7,67.0,270908,139,PG-13
326,Hacksaw Ridge,2016,"Biography, Drama, History",8.1,71.0,421721,139,R
185,Dancer in the Dark,2000,"Crime, Drama, Musical",8.0,61.0,100470,140,R
64,Apollo 13,1995,"Adventure, Drama, History",7.6,77.0,263179,140,PG
727,Tae Guk Gi: The Brotherhood of War,2004,"Action, Drama, War",8.1,64.0,37439,140,R
480,Leviathan,2014,"Crime, Drama",7.6,92.0,48300,140,R
440,La Vie En Rose,2007,"Biography, Drama, Music",7.6,66.0,81632,140,PG-13
89,Batman Begins,2005,"Action, Adventure",8.2,70.0,1284927,140,PG-13
963,Warrior,2011,"Action, Drama, Sport",8.2,71.0,429362,140,PG-13
641,Rio Bravo,1959,"Action, Drama, Western",8.0,93.0,55064,141,Passed
479,Letters from Iwo Jima,2006,"Action, Adventure, Drama",7.9,89.0,152481,141,R
444,The Great Beauty,2013,Drama,7.8,86.0,79263,141,Not Rated
161,Changeling,2008,"Biography, Crime, Drama",7.7,63.0,235138,141,R
157,Catch Me If You Can,2002,"Biography, Crime, Drama",8.1,75.0,806251,141,PG-13
817,The Killing Fields,1984,"Biography, Drama, History",7.8,76.0,50783,141,R
541,Mr. Nobody,2009,"Drama, Fantasy, Romance",7.8,63.0,212700,141,R
132,Bridge of Spies,2015,"Drama, History, Thriller",7.6,81.0,282400,142,PG-13
283,Forrest Gump,1994,"Drama, Romance",8.8,82.0,1765314,142,PG-13
363,Come and See,1985,"Drama, Thriller, War",8.3,,55349,142,Not Rated
876,The Shawshank Redemption,1994,Drama,9.3,80.0,2290969,142,R
339,Harry Potter and the Prisoner of Azkaban,2004,"Adventure, Family, Fantasy",7.9,82.0,536591,142,PG
163,Chhichhore,2019,"Comedy, Drama",8.2,,30301,143,12A
114,Blood Diamond,2006,"Adventure, Drama, Thriller",8.0,64.0,491458,143,R
155,Cast Away,2000,"Adventure, Drama, Romance",7.8,73.0,513105,143,PG-13
742,The Avengers,2012,"Action, Adventure, Sci-Fi",8.0,69.0,1245023,143,PG-13
610,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action, Adventure, Fantasy",8.0,63.0,1003821,143,PG-13
689,Skyfall,2012,"Action, Adventure, Thriller",7.7,81.0,622307,143,PG-13
768,The Day of the Jackal,1973,"Crime, Drama, Thriller",7.8,80.0,36743,143,PG
364,Ikiru,1952,Drama,8.3,,66175,143,Not Rated
733,High and Low,1963,"Crime, Drama, Mystery",8.4,,32025,143,Not Rated
846,The Martian,2015,"Adventure, Drama, Sci-Fi",8.0,80.0,744544,144,PG-13
154,Casino Royale,2006,"Action, Adventure, Thriller",8.0,80.0,572913,144,PG-13
60,I Saw the Devil,2010,"Action, Crime, Drama",7.8,67.0,107009,144,Not Rated
151,Carlito's Way,1993,"Crime, Drama, Thriller",7.9,65.0,197563,144,R
416,Kelly's Heroes,1970,"Adventure, Comedy, War",7.6,50.0,44522,144,GP
109,Black Hawk Down,2001,"Drama, History, War",7.7,74.0,359315,144,R
458,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",8.1,,42198,144,PG-13
214,Dev.D,2009,"Drama, Romance",8.0,,28317,144,Not Rated
437,L'Avventura,1960,"Drama, Mystery",7.9,,25845,144,Not Rated
702,Special 26,2013,"Crime, Drama, Thriller",8.0,,49942,144,Not Rated
169,Cinderella Man,2005,"Biography, Drama, History",8.0,69.0,173952,144,PG-13
195,The White Ribbon,2009,"Drama, History, Mystery",7.8,82.0,67630,144,R
526,Minority Report,2002,"Action, Crime, Mystery",7.6,80.0,500682,145,PG-13
597,"Paris, Texas",1984,Drama,8.1,78.0,87518,145,R
33,The Handmaiden,2016,"Drama, Romance, Thriller",8.1,84.0,106398,145,Not Rated
998,Black Book,2006,"Drama, Thriller, War",7.7,71.0,71777,145,R
877,The Shining,1980,"Drama, Horror",8.4,66.0,875099,146,R
623,Queen,2013,"Adventure, Comedy, Drama",8.2,,59804,146,Not Rated
507,Man on Fire,2004,"Action, Crime, Drama",7.7,47.0,324843,146,R
800,The Help,2011,Drama,8.0,62.0,421249,146,PG-13
804,The Hurricane,1999,"Biography, Drama, Sport",7.6,74.0,90393,146,R
335,Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",7.7,65.0,465896,146,PG-13
315,Goodfellas,1990,"Biography, Crime, Drama",8.7,90.0,997315,146,R
147,Captain America: Civil War,2016,"Action, Adventure, Sci-Fi",7.8,75.0,648143,147,PG-13
544,Mulholland Drive,2001,"Drama, Mystery, Thriller",8.0,85.0,314772,147,R
690,Sleepers,1996,"Crime, Drama, Thriller",7.6,49.0,184308,147,R
62,Apocalypse Now,1979,"Drama, Mystery, War",8.4,94.0,594247,147,R
925,Traffic,2000,"Crime, Drama, Thriller",7.6,86.0,193682,147,R
718,Straight Outta Compton,2015,"Biography, Drama, History",7.8,72.0,176795,147,R
529,Mission: Impossible - Fallout,2018,"Action, Adventure, Thriller",7.7,86.0,283220,147,PG-13
940,Udta Punjab,2016,"Action, Crime, Drama",7.8,,26495,148,TV-MA
374,Inception,2010,"Action, Adventure, Sci-Fi",8.8,74.0,2018183,148,PG-13
384,Into the Wild,2007,"Adventure, Biography, Drama",8.1,73.0,563015,148,R
4,2001: A Space Odyssey,1968,"Adventure, Sci-Fi",8.3,84.0,591192,149,G
310,Gone Girl,2014,"Drama, Mystery, Thriller",8.1,79.0,838493,149,R
191,Das Boot,1981,"Adventure, Drama, Thriller",8.3,86.0,227685,149,R
74,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",8.4,68.0,804196,149,PG-13
668,The Raid 2,2014,"Action, Crime, Thriller",8.0,71.0,112546,150,R
732,Tenet,2020,"Action, Sci-Fi",7.8,69.0,126931,150,PG-13
861,The Pianist,2002,"Biography, Drama, Music",8.5,85.0,712119,150,R
772,The Dirty Dozen,1967,"Action, Adventure, War",7.7,73.0,66083,150,Not Rated
771,The Departed,2006,"Crime, Drama, Thriller",8.5,85.0,1165457,151,R
86,Barfi!,2012,"Comedy, Drama, Romance",8.1,,74386,151,Not Rated
595,Papillon,1973,"Biography, Crime, Drama",8.0,58.0,119866,151,R
766,The Dark Knight,2008,"Action, Crime, Drama",9.0,84.0,2256118,152,PG-13
42,All Quiet on the Western Front,1930,"Drama, War",8.0,91.0,56562,152,Passed
553,The Girl with the Dragon Tattoo,2009,"Crime, Drama, Mystery",7.8,76.0,206598,152,R
631,Ray,2004,"Biography, Drama, Music",7.7,73.0,136533,152,PG-13
340,Harry Potter and the Sorcerer's Stone,2001,"Adventure, Family, Fantasy",7.6,64.0,631583,152,PG
282,Ford v Ferrari,2019,"Action, Biography, Drama",8.1,81.0,262968,152,PG-13
619,Prisoners,2013,"Crime, Drama, Mystery",8.1,70.0,585258,153,R
591,PK,2014,"Comedy, Drama, Musical",8.1,,158268,153,Not Rated
255,Empire of the Sun,1987,"Action, Drama, History",7.7,62.0,113687,153,PG
323,Gully Boy,2019,"Drama, Music",8.1,65.0,30160,153,Not Rated
519,Metropolis,1927,"Drama, Sci-Fi",8.3,98.0,157115,153,Not Rated
160,Chak De! India,2007,"Drama, Family, Sport",8.2,68.0,72655,153,Not Rated
378,Inglourious Basterds,2009,"Adventure, Drama, War",8.3,69.0,1236806,153,R
338,Harry Potter and the Half-Blood Prince,2009,"Action, Adventure, Family",7.6,78.0,461006,153,PG
52,Amores Perros,2000,"Drama, Thriller",8.1,83.0,220179,154,R
825,The Last Samurai,2003,"Action, Drama, War",7.7,55.0,393807,154,R
621,Pulp Fiction,1994,"Crime, Drama",8.9,94.0,1789173,154,R
761,The Color Purple,1985,Drama,7.8,78.0,76876,154,PG-13
993,Zindagi Na Milegi Dobara,2011,"Comedy, Drama",8.1,,66133,155,Not Rated
942,A Prophet,2009,"Crime, Drama",7.9,90.0,92344,155,R
569,Cinema Paradiso,1988,Drama,8.5,80.0,224732,155,R
123,Boogie Nights,1997,Drama,7.9,85.0,234948,155,R
305,Gladiator,2000,"Action, Adventure, Drama",8.5,67.0,1314586,155,R
869,The Revenant,2015,"Action, Adventure, Drama",8.0,76.0,688675,156,R
545,Munna Bhai M.B.B.S.,2003,"Comedy, Drama, Musical",8.1,,72391,156,Not Rated
347,Hera Pheri,2000,"Action, Comedy, Crime",8.2,,55421,156,Not Rated
659,Scent of a Woman,1992,Drama,8.0,59.0,255718,156,R
210,Downfall,2004,"Biography, Drama, History",8.2,82.0,326094,156,R
406,K.G.F: Chapter 1,2018,"Action, Drama",8.2,,32390,156,Not Rated
337,Harry Potter and the Goblet of Fire,2005,"Adventure, Family, Fantasy",7.7,81.0,533704,157,PG-13
810,The Insider,1999,"Biography, Drama, Thriller",7.8,84.0,157527,157,R
49,American Gangster,2007,"Biography, Crime, Drama",7.8,76.0,384740,157,R
994,Zodiac,2007,"Crime, Drama, Mystery",7.7,78.0,449490,157,R
106,Once Upon a Time in Anatolia,2011,"Crime, Drama",7.9,82.0,40234,157,Not Rated
786,The Girl with the Dragon Tattoo,2011,"Crime, Drama, Mystery",7.8,71.0,413593,158,R
970,Where Eagles Dare,1968,"Action, Adventure, War",7.7,63.0,50964,158,M
906,There Will Be Blood,2007,Drama,8.2,93.0,505936,158,R
280,Fitzcarraldo,1982,"Adventure, Drama",8.1,,30754,158,PG
78,Baby,2015,"Action, Thriller",8.0,,51953,159,Not Rated
140,Baahubali: The Beginning,2015,"Action, Drama",8.1,,100659,159,Not Rated
130,Breaking the Waves,1996,Drama,7.8,76.0,61401,159,R
46,Amadeus,1984,"Biography, Drama, History",8.3,88.0,362776,160,R
237,Drishyam,2013,"Crime, Drama, Thriller",8.3,,29921,160,Not Rated
327,Haider,2014,"Action, Crime, Drama",8.1,,49605,160,Not Rated
57,Andaz Apna Apna,1994,"Comedy, Romance",8.2,,48547,160,PG
329,Hamilton,2020,"Biography, Drama, History",8.7,90.0,42758,160,PG-13
583,Once Upon a Time... In Hollywood,2019,"Comedy, Drama",7.6,83.0,517599,161,R
756,The Bridge on the River Kwai,1957,"Adventure, Drama, War",8.1,87.0,199827,161,PG
802,The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",7.8,66.0,592588,161,PG-13
187,Dangal,2016,"Action, Biography, Drama",8.4,,149588,161,Not Rated
55,Anatomy of a Murder,1959,"Crime, Drama, Mystery",8.0,95.0,58718,161,Not Rated
708,Stalker,1979,"Drama, Sci-Fi",8.2,,113098,162,Not Rated
627,Ran,1985,"Action, Drama, War",8.2,96.0,109775,162,R
789,The Godfather: Part III,1990,"Crime, Drama",7.6,60.0,351995,162,R
407,Kagemusha,1980,"Drama, History, War",8.0,84.0,31490,162,PG
72,Avatar,2009,"Action, Adventure, Fantasy",7.8,83.0,1104468,162,PG-13
964,Watchmen,2009,"Action, Drama, Mystery",7.6,56.0,493641,162,R
679,Sholay,1975,"Action, Adventure, Comedy",8.2,,50448,162,Not Rated
238,Drishyam,2015,"Crime, Drama, Mystery",8.2,,66899,163,Not Rated
85,Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",8.0,,70386,163,Not Rated
822,The Last Emperor,1987,"Biography, Drama, History",7.7,76.0,92363,163,PG-13
767,The Dark Knight Rises,2012,"Action, Adventure",8.4,78.0,1488540,164,PG-13
112,Blade Runner 2049,2017,"Action, Drama, Mystery",8.0,81.0,445584,164,R
125,Boyhood,2014,Drama,7.9,100.0,331727,165,R
226,Django Unchained,2012,"Drama, Western",8.4,81.0,1325561,165,R
141,Once Upon a Time in the West,1968,Western,8.5,80.0,297101,165,PG-13
550,My Name Is Khan,2010,Drama,8.0,50.0,97011,165,PG-13
726,Like Stars on Earth,2007,"Drama, Family",8.4,,163287,165,PG
765,The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",7.8,70.0,578160,166,PG-13
139,Baahubali 2: The Conclusion,2017,"Action, Drama",8.2,,73029,167,Not Rated
697,Solaris,1972,"Drama, Mystery, Sci-Fi",8.1,90.0,78839,167,PG
628,Rang De Basanti,2006,"Comedy, Drama",8.2,,109622,167,Not Rated
944,Underground,1995,"Comedy, Drama, War",8.1,,54405,167,Not Rated
799,The Hateful Eight,2015,"Crime, Drama, Mystery",7.8,68.0,502149,168,R
656,Saving Private Ryan,1998,"Drama, War",8.6,91.0,1210226,169,R
383,Interstellar,2014,"Adventure, Drama, Sci-Fi",8.6,74.0,1464025,169,PG-13
447,The Legend of 1900,1998,"Drama, Music, Romance",8.1,58.0,57724,169,R
801,The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy",7.8,58.0,747872,169,PG-13
658,Scarface,1983,"Crime, Drama",8.3,65.0,725213,170,R
343,Heat,1995,"Crime, Drama, Thriller",8.2,76.0,565337,170,R
548,My Fair Lady,1964,"Drama, Family, Musical",7.8,95.0,85105,170,G
8,3 Idiots,2009,"Comedy, Drama",8.4,67.0,334597,170,PG-13
743,The Best Years of Our Lives,1946,"Drama, Romance, War",8.0,93.0,56465,170,Approved
891,The Thin Red Line,1998,"Drama, War",7.6,78.0,169940,170,R
882,The Sound of Music,1965,"Biography, Drama, Family",8.0,63.0,199373,172,G
599,Patton,1970,"Biography, Drama, War",7.9,91.0,92694,172,GP
796,The Great Escape,1963,"Adventure, Drama, History",8.2,86.0,220782,172,Not Rated
442,La Dolce Vita,1960,"Comedy, Drama",8.0,95.0,65082,174,Not Rated
787,The Godfather,1972,"Crime, Drama",9.2,100.0,1581228,175,R
848,The Message,1976,"Biography, Drama, History",8.2,,43103,177,PG
833,The Lord of the Rings: The Fellowship of the Ring,2001,"Action, Adventure, Drama",8.8,92.0,1627158,178,PG-13
153,Casino,1995,"Crime, Drama",8.2,73.0,455767,178,R
365,"The Good, the Bad and the Ugly",1966,Western,8.8,90.0,675884,178,R
832,The Longest Day,1962,"Action, Drama, History",7.8,75.0,51542,178,G
231,Dogville,2003,"Crime, Drama",8.0,60.0,135571,178,R
127,Braveheart,1995,"Biography, Drama, History",8.3,68.0,945065,178,R
401,Judgment at Nuremberg,1961,"Drama, War",8.2,60.0,67887,179,Approved
835,The Lord of the Rings: The Two Towers,2002,"Action, Adventure, Drama",8.7,87.0,1456384,179,PG-13
903,The Wolf of Wall Street,2013,"Biography, Crime, Drama",8.2,75.0,1149543,180,R
454,Blue Is the Warmest Colour,2013,"Drama, Romance",7.7,89.0,136046,180,NC-17
124,"Blood In, Blood Out",1993,"Crime, Drama",8.0,47.0,28422,180,R
275,Fiddler on the Roof,1971,"Drama, Family, Musical",8.0,67.0,38593,181,G
222,Dilwale Dulhania Le Jayenge,1995,"Drama, Romance",8.1,,62176,181,Not Rated
73,Avengers: Endgame,2019,"Action, Adventure, Drama",8.4,78.0,768207,181,PG-13
186,Dances with Wolves,1990,"Adventure, Drama, Western",8.0,72.0,236023,181,PG-13
221,Dil Chahta Hai,2001,"Comedy, Drama, Romance",8.1,,65738,183,Not Rated
770,The Deer Hunter,1978,"Drama, War",8.1,86.0,305836,183,R
87,Barry Lyndon,1975,"Adventure, Drama, History",8.1,89.0,146294,185,PG
412,Kal ho naa ho,2003,"Comedy, Drama, Romance",8.0,54.0,62276,186,Not Rated
101,Bhaag Milkha Bhaag,2013,"Biography, Drama, Sport",8.2,,59885,186,Not Rated
268,Fanny and Alexander,1982,Drama,8.1,100.0,56515,188,R
680,Short Cuts,1993,"Comedy, Drama",7.7,79.0,41735,188,R
504,Magnolia,1999,Drama,8.0,77.0,285629,188,R
723,Swades,2004,Drama,8.2,,81726,189,Not Rated
392,JFK,1991,"Drama, History, Thriller",8.0,72.0,139385,189,R
797,The Green Mile,1999,"Crime, Drama, Fantasy",8.6,61.0,1119516,189,R
294,Gandhi,1982,"Biography, Drama, History",8.0,79.0,215682,191,PG
950,Veer-Zaara,2004,"Drama, Family, Musical",7.8,67.0,48075,192,Not Rated
870,The Right Stuff,1983,"Adventure, Biography, Drama",7.8,91.0,55169,193,PG
229,Doctor Zhivago,1965,"Drama, Romance, War",8.0,69.0,68629,193,PG-13
911,Titanic,1997,"Drama, Romance",7.8,75.0,1027208,194,PG-13
660,Schindler's List,1993,"Biography, Drama, History",8.9,94.0,1189342,195,R
425,Winter Sleep,2014,Drama,8.1,88.0,44239,196,Not Rated
701,Spartacus,1960,"Adventure, Biography, Drama",7.9,87.0,122460,197,PG-13
300,Giant,1956,"Drama, Western",7.6,84.0,33436,201,G
834,The Lord of the Rings: The Return of the King,2003,"Action, Adventure, Drama",8.9,94.0,1611467,201,PG-13
506,Malcolm X,1992,"Biography, Drama, History",7.7,73.0,83901,202,PG-13
788,The Godfather: Part II,1974,"Crime, Drama",9.0,90.0,1104741,202,R
59,Andrei Rublev,1966,"Biography, Drama, History",8.1,,45260,205,R
676,Seven Samurai,1954,"Action, Adventure, Drama",8.6,98.0,309796,207,Not Rated
812,The Irishman,2019,"Biography, Crime, Drama",7.9,94.0,308436,209,R
100,Ben-Hur,1959,"Adventure, Drama, History",8.1,90.0,215797,212,G
887,The Ten Commandments,1956,"Adventure, Drama",7.9,,62567,220,G
457,Lagaan: Once Upon a Time in India,2001,"Adventure, Drama, Musical",8.1,84.0,103084,224,PG
461,Lawrence of Arabia,1962,"Adventure, Biography, Drama",8.3,100.0,262994,228,Approved
582,Once Upon a Time in America,1984,"Crime, Drama",8.4,,304275,229,R
311,Gone with the Wind,1939,"Drama, History, Romance",8.1,97.0,285254,238,Passed
330,Hamlet,1996,Drama,7.7,,35637,242,PG-13
295,Gangs of Wasseypur,2012,"Action, Crime, Drama",8.2,89.0,79278,321,R
