,Movie,Year,Genre,Rating,metaScore,Votes,Length,Age Certificate
190,Dark City,1998,"Mystery, Sci-Fi, Thriller",7.6,66.0,185791,100,R
823,The Last King of Scotland,2006,"Biography, Drama, History",7.7,74.0,173280,123,R
125,Boyhood,2014,Drama,7.9,100.0,331727,165,R
491,Lord of War,2005,"Action, Crime, Drama",7.6,62.0,290735,122,R
123,Boogie Nights,1997,Drama,7.9,85.0,234948,155,R
39,Alien,1979,"Horror, Sci-Fi",8.4,89.0,772863,117,R
964,Watchmen,2009,"Action, Drama, Mystery",7.6,56.0,493641,162,R
40,Aliens,1986,"Action, Adventure, Sci-Fi",8.3,84.0,642281,137,R
961,Waking Life,2001,"Animation, Drama, Fantasy",7.8,83.0,60068,99,R
43,All That Jazz,1979,"Drama, Music, Musical",7.9,72.0,27487,123,R
45,Almost Famous,2000,"Adventure, Comedy, Drama",7.9,90.0,248720,122,R
957,Volver,2006,"Comedy, Drama",7.6,84.0,93474,121,R
46,Amadeus,1984,"Biography, Drama, History",8.3,88.0,362776,160,R
47,Amarcord,1973,"Comedy, Drama",7.9,,39069,123,R
954,Cries & Whispers,1972,Drama,8.1,,29352,91,R
48,American Beauty,1999,Drama,8.3,84.0,1053139,122,R
49,American Gangster,2007,"Biography, Crime, Drama",7.8,76.0,384742,157,R
50,American History X,1998,Drama,8.5,62.0,1018275,119,R
51,American Psycho,2000,"Comedy, Crime, Drama",7.6,64.0,477013,101,R
949,Vampire Hunter D: Bloodlust,2000,"Animation, Action, Fantasy",7.7,62.0,28748,103,R
948,V for Vendetta,2005,"Action, Drama, Sci-Fi",8.2,62.0,1013971,132,R
52,Amores Perros,2000,"Drama, Thriller",8.1,83.0,220181,154,R
945,Unforgiven,1992,"Drama, Western",8.2,85.0,369222,130,R
59,Andrei Rublev,1966,"Biography, Drama, History",8.1,,45260,205,R
943,Land of Mine,2015,"Drama, History, War",7.8,75.0,34232,100,R
942,A Prophet,2009,"Crime, Drama",7.9,90.0,92344,155,R
941,A Very Long Engagement,2004,"Drama, Mystery, Romance",7.6,76.0,70334,133,R
62,Apocalypse Now,1979,"Drama, Mystery, War",8.4,94.0,594253,147,R
967,What We Do in the Shadows,2014,"Comedy, Horror",7.7,76.0,152157,86,R
37,Akira,1988,"Animation, Action, Drama",8.0,,160676,124,R
969,When Harry Met Sally...,1989,"Comedy, Drama, Romance",7.6,76.0,191595,95,R
36,The Man from Nowhere,2010,"Action, Crime, Drama",7.8,,61330,119,R
2,12 Years a Slave,2013,"Biography, Drama, History",8.1,96.0,627753,134,R
3,1917,2019,"Drama, War",8.3,78.0,374120,119,R
995,Zombieland,2009,"Adventure, Comedy, Fantasy",7.6,73.0,512698,88,R
994,Zodiac,2007,"Crime, Drama, Mystery",7.7,78.0,449490,157,R
5,21 Grams,2003,"Crime, Drama, Thriller",7.7,70.0,221934,124,R
6,25th Hour,2002,Drama,7.6,68.0,168249,135,R
7,28 Days Later...,2002,"Drama, Horror, Sci-Fi",7.6,73.0,370818,113,R
9,300,2006,"Action, Drama",7.6,52.0,724315,117,R
988,Ip Man,2008,"Action, Biography, Drama",8.0,59.0,208781,106,R
10,3:10 to Yuma,2007,"Action, Crime, Drama",7.7,76.0,285099,122,R
12,50/50,2011,"Comedy, Drama, Romance",7.6,72.0,312656,100,R
63,Apocalypto,2006,"Action, Adventure, Drama",7.8,68.0,287188,139,R
984,Y Tu Mamá También,2001,Drama,7.6,88.0,114105,106,R
17,A Clockwork Orange,1971,"Crime, Drama, Sci-Fi",8.3,77.0,743872,136,R
18,A Few Good Men,1992,"Drama, Thriller",7.7,62.0,230630,138,R
23,A Star Is Born,2018,"Drama, Music, Romance",7.7,88.0,322067,136,R
26,About Time,2013,"Comedy, Drama, Fantasy",7.8,55.0,291473,123,R
977,Withnail & I,1987,"Comedy, Drama",7.7,84.0,39593,107,R
976,Wind River,2017,"Crime, Drama, Mystery",7.7,73.0,196800,107,R
27,Open Your Eyes,1997,"Drama, Mystery, Sci-Fi",7.7,,63153,119,R
29,Adam's Apples,2005,"Comedy, Crime, Drama",7.8,51.0,44645,94,R
30,Adaptation.,2002,"Comedy, Drama",7.7,83.0,175303,115,R
31,After Hours,1985,"Comedy, Crime, Drama",7.7,90.0,57347,97,R
971,Whiplash,2014,"Drama, Music",8.5,88.0,695638,106,R
15,A Bronx Tale,1993,"Crime, Drama, Romance",7.8,80.0,125673,121,R
65,Argo,2012,"Biography, Drama, Thriller",7.7,86.0,564858,120,R
936,12 Monkeys,1995,"Mystery, Sci-Fi, Thriller",8.0,74.0,570435,129,R
934,True Romance,1993,"Crime, Drama, Romance",7.9,59.0,203444,119,R
105,3-Iron,2004,"Crime, Drama, Romance",8.0,72.0,49131,88,R
107,Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy, Drama",7.7,87.0,569184,119,R
892,The Thing,1982,"Horror, Mystery, Sci-Fi",8.1,57.0,362363,109,R
891,The Thin Red Line,1998,"Drama, War",7.6,78.0,169940,170,R
109,Black Hawk Down,2001,"Drama, History, War",7.7,74.0,359316,144,R
888,The Terminator,1984,"Action, Sci-Fi",8.0,84.0,787983,107,R
110,Black Swan,2010,"Drama, Thriller",8.0,79.0,688537,108,R
886,The Taking of Pelham One Two Three,1974,"Action, Crime, Thriller",7.7,68.0,25944,104,R
111,Blade Runner,1982,"Action, Sci-Fi, Thriller",8.1,84.0,681453,117,R
112,Blade Runner 2049,2017,"Action, Drama, Mystery",8.0,81.0,445584,164,R
883,The Station Agent,2003,"Comedy, Drama",7.6,81.0,66735,89,R
896,The Untouchables,1987,"Crime, Drama, Thriller",7.9,79.0,274175,119,R
113,Blazing Saddles,1974,"Comedy, Western",7.7,73.0,124033,93,R
115,Blood Simple,1984,"Crime, Drama, Thriller",7.6,82.0,85937,99,R
879,The Silence of the Lambs,1991,"Crime, Drama, Thriller",8.6,85.0,1241507,118,R
116,Blow,2001,"Biography, Crime, Drama",7.6,52.0,237434,124,R
877,The Shining,1980,"Drama, Horror",8.4,66.0,875099,146,R
876,The Shawshank Redemption,1994,Drama,9.3,80.0,2290969,142,R
118,Blue Velvet,1986,"Drama, Mystery, Thriller",7.7,76.0,177477,120,R
120,Sympathy for Mr. Vengeance,2002,"Crime, Drama, Thriller",7.6,56.0,61405,121,R
871,The Royal Tenenbaums,2001,"Comedy, Drama",7.6,76.0,262043,110,R
121,"Spring, Summer, Fall, Winter... and Spring",2003,"Drama, Romance",8.0,85.0,75935,103,R
869,The Revenant,2015,"Action, Adventure, Drama",8.0,76.0,688675,156,R
122,Bonnie and Clyde,1967,"Action, Biography, Crime",7.8,86.0,100637,111,R
114,Blood Diamond,2006,"Adventure, Drama, Thriller",8.0,64.0,491458,143,R
124,"Blood In, Blood Out",1993,"Crime, Drama",8.0,47.0,28422,180,R
897,The Usual Suspects,1995,"Crime, Mystery, Thriller",8.5,77.0,973468,106,R
104,Billy Elliot,2000,"Drama, Music",7.7,74.0,124527,110,R
69,Atonement,2007,"Drama, Mystery, Romance",7.8,85.0,245620,123,R
931,Elite Squad,2007,"Action, Crime, Drama",8.1,33.0,96856,115,R
930,Three Colors: Red,1994,"Drama, Mystery, Romance",8.1,100.0,88451,99,R
929,Three Colors: Blue,1993,"Drama, Music, Mystery",7.9,85.0,87082,94,R
928,Three Colors: White,1994,"Comedy, Drama, Romance",7.6,88.0,62383,92,R
927,Trainspotting,1996,Drama,8.1,83.0,625623,93,R
926,Training Day,2001,"Crime, Drama, Thriller",7.7,69.0,383119,122,R
925,Traffic,2000,"Crime, Drama, Thriller",7.6,86.0,193682,147,R
79,Baby Driver,2017,"Action, Crime, Music",7.6,86.0,425818,113,R
88,Barton Fink,1991,"Comedy, Drama, Thriller",7.7,69.0,111386,116,R
918,Tombstone,1993,"Action, Biography, Drama",7.8,50.0,123781,130,R
898,The Verdict,1982,Drama,7.7,77.0,35285,129,R
915,All About My Mother,1999,Drama,7.8,87.0,87579,101,R
95,Before Sunrise,1995,"Drama, Romance",8.1,77.0,264831,101,R
910,"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama",8.2,88.0,415550,115,R
96,Before Sunset,2004,"Drama, Romance",8.1,90.0,230377,80,R
908,This Is Spinal Tap,1984,"Comedy, Music",7.9,92.0,127077,82,R
97,Being John Malkovich,1999,"Comedy, Drama, Fantasy",7.7,90.0,307143,113,R
906,There Will Be Blood,2007,Drama,8.2,93.0,505936,158,R
905,The Wrestler,2008,"Drama, Sport",7.9,80.0,286936,109,R
99,Belle de Jour,1967,Drama,7.7,,39384,100,R
903,The Wolf of Wall Street,2013,"Biography, Crime, Drama",8.2,75.0,1149543,180,R
901,The Wild Bunch,1969,"Action, Adventure, Western",7.9,97.0,76372,135,R
900,The Warriors,1979,"Action, Crime, Thriller",7.6,65.0,92228,92,R
94,Before Midnight,2013,"Drama, Romance",7.9,94.0,137575,109,R
209,The Name of the Rose,1986,"Crime, Drama, Mystery",7.7,54.0,99714,130,R
745,The Big Short,2015,"Biography, Comedy, Drama",7.8,81.0,351331,130,R
774,The Exorcist,1973,Horror,8.0,81.0,355694,122,R
595,Papillon,1973,"Biography, Crime, Drama",8.0,58.0,119866,151,R
382,Interstate 60: Episodes of the Road,2002,"Adventure, Comedy, Drama",7.7,,29493,116,R
384,Into the Wild,2007,"Adventure, Biography, Drama",8.1,73.0,563015,148,R
385,The Intouchables,2011,"Biography, Comedy, Drama",8.5,57.0,740744,112,R
589,Ordinary People,1980,Drama,7.7,86.0,45997,124,R
392,JFK,1991,"Drama, History, Thriller",8.0,72.0,139385,189,R
586,One Flew Over the Cuckoo's Nest,1975,Drama,8.7,83.0,898253,133,R
394,The Hunt,2012,Drama,8.3,77.0,271726,115,R
584,Once Were Warriors,1994,"Crime, Drama",7.9,77.0,31066,102,R
583,Once Upon a Time... In Hollywood,2019,"Comedy, Drama",7.6,83.0,517599,161,R
582,Once Upon a Time in America,1984,"Crime, Drama",8.4,,304275,229,R
581,Once,2007,"Drama, Music, Romance",7.8,88.0,109384,86,R
396,Love Me If You Dare,2003,"Comedy, Drama, Romance",7.6,45.0,66612,93,R
399,Joker,2019,"Crime, Drama, Thriller",8.5,59.0,876053,122,R
576,Oldboy,2003,"Action, Drama, Mystery",8.4,77.0,503978,120,R
574,Office Space,1999,Comedy,7.7,68.0,238408,89,R
418,Kick-Ass,2010,"Action, Comedy, Crime",7.6,66.0,519048,117,R
419,Kill Bill: Vol. 1,2003,"Action, Crime, Thriller",8.1,69.0,982108,111,R
569,Cinema Paradiso,1988,Drama,8.5,80.0,224732,155,R
568,Nine Queens,2000,"Crime, Drama, Thriller",7.9,80.0,49029,114,R
420,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller",8.0,83.0,671570,137,R
424,Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",7.7,60.0,581806,129,R
564,No Man's Land,2001,"Comedy, Drama, War",7.9,84.0,44093,98,R
596,Paprika,2006,"Animation, Drama, Fantasy",7.7,81.0,69127,90,R
597,"Paris, Texas",1984,Drama,8.1,78.0,87518,145,R
380,Inside Man,2006,"Crime, Drama, Mystery",7.6,76.0,332828,129,R
378,Inglourious Basterds,2009,"Adventure, Drama, War",8.3,69.0,1236814,153,R
775,The Fall,2006,"Adventure, Drama, Fantasy",7.9,64.0,106153,117,R
627,Ran,1985,"Action, Drama, War",8.2,96.0,109775,162,R
626,Rain Man,1988,Drama,8.0,65.0,466598,133,R
360,In a Better World,2010,"Drama, Romance",7.6,65.0,38107,118,R
624,Raging Bull,1980,"Biography, Drama, Sport",8.2,89.0,315550,129,R
622,Perfect Blue,1997,"Animation, Crime, Mystery",8.0,,54964,81,R
621,Pulp Fiction,1994,"Crime, Drama",8.9,94.0,1789173,154,R
620,Psycho,1960,"Horror, Mystery, Thriller",8.5,97.0,590732,109,R
619,Prisoners,2013,"Crime, Drama, Mystery",8.1,70.0,585258,153,R
618,Primal Fear,1996,"Crime, Drama, Mystery",7.7,47.0,183628,129,R
362,"I, Daniel Blake",2016,Drama,7.9,78.0,52013,100,R
563,No Country for Old Men,2007,"Crime, Drama, Thriller",8.1,91.0,836681,122,R
616,Pride,2014,"Biography, Comedy, Drama",7.8,79.0,50851,119,R
614,Portrait of a Lady on Fire,2019,"Drama, Romance",8.1,95.0,52783,122,R
613,Platoon,1986,"Drama, War",8.1,92.0,374881,120,R
365,"The Good, the Bad and the Ugly",1966,Western,8.8,90.0,675884,178,R
611,"Planes, Trains and Automobiles",1987,"Comedy, Drama",7.6,72.0,119846,93,R
366,The Conformist,1970,Drama,8.0,100.0,26233,113,R
609,Pink Floyd: The Wall,1982,"Drama, Fantasy, Music",8.1,47.0,75055,95,R
369,In Bruges,2008,"Comedy, Crime, Drama",7.9,67.0,385073,107,R
372,In the Name of the Father,1993,"Biography, Drama",8.1,84.0,153670,133,R
373,Incendies,2010,"Drama, Mystery, War",8.3,80.0,144278,131,R
602,A Fistful of Dollars,1964,"Action, Drama, Western",8.0,65.0,193805,99,R
601,For a Few Dollars More,1965,Western,8.3,74.0,227678,132,R
615,Predator,1987,"Action, Adventure, Sci-Fi",7.8,45.0,365946,107,R
346,Her,2013,"Drama, Romance, Sci-Fi",8.0,90.0,527239,126,R
562,Nightcrawler,2014,"Crime, Drama, Thriller",7.9,76.0,452641,117,R
559,Network,1976,Drama,8.1,83.0,142601,121,R
516,Match Point,2005,"Drama, Romance, Thriller",7.6,72.0,203583,124,R
479,Letters from Iwo Jima,2006,"Action, Adventure, Drama",7.9,89.0,152481,141,R
480,Leviathan,2014,"Crime, Drama",7.6,92.0,48300,140,R
513,Marriage Story,2019,"Comedy, Drama, Romance",8.0,94.0,231303,137,R
481,Monty Python's Life of Brian,1979,Comedy,8.1,77.0,361015,94,R
511,Manhattan,1979,"Comedy, Drama, Romance",7.9,83.0,129692,96,R
484,Lilya 4-Ever,2002,"Crime, Drama",7.8,82.0,42047,109,R
509,Manchester by the Sea,2016,Drama,7.8,96.0,239998,137,R
508,Shoplifters,2018,"Crime, Drama",8.0,93.0,57810,121,R
507,Man on Fire,2004,"Action, Crime, Drama",7.7,47.0,324843,146,R
486,Little Miss Sunshine,2006,"Comedy, Drama",7.8,80.0,433477,101,R
504,Magnolia,1999,Drama,8.0,77.0,285629,188,R
503,Mother,2009,"Crime, Drama, Thriller",7.8,79.0,49724,129,R
502,Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",8.1,90.0,861431,120,R
501,Mad Max 2: The Road Warrior,1981,"Action, Adventure, Sci-Fi",7.6,77.0,164134,96,R
998,Black Book,2006,"Drama, Thriller, War",7.7,71.0,71779,145,R
498,Let the Right One In,2008,"Crime, Drama, Fantasy",7.9,82.0,203195,114,R
497,Lucky Number Slevin,2006,"Crime, Drama, Mystery",7.7,53.0,297325,110,R
488,"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",8.2,66.0,526762,107,R
489,Logan,2017,"Action, Drama, Sci-Fi",8.1,77.0,631488,137,R
494,Love Actually,2003,"Comedy, Drama, Romance",7.6,55.0,416877,135,R
493,Lost in Translation,2003,"Comedy, Drama",7.7,89.0,405814,102,R
492,Lost Highway,1997,"Mystery, Thriller",7.6,52.0,128303,134,R
478,Lethal Weapon,1987,"Action, Crime, Thriller",7.6,68.0,233095,109,R
518,Memento,2000,"Mystery, Thriller",8.4,80.0,1105240,113,R
520,Midnight Cowboy,1969,Drama,7.8,79.0,99170,113,R
521,Midnight Express,1978,"Biography, Crime, Drama",7.6,59.0,72435,121,R
558,Loveless,2017,Drama,7.6,86.0,28691,127,R
434,Kung Fu Hustle,2004,"Action, Comedy, Fantasy",7.7,78.0,125310,99,R
556,Nebraska,2013,"Adventure, Comedy, Drama",7.7,87.0,110993,115,R
438,L.A. Confidential,1997,"Crime, Drama, Mystery",8.2,90.0,523661,138,R
553,The Girl with the Dragon Tattoo,2009,"Crime, Drama, Mystery",7.8,76.0,206598,152,R
552,Mystic River,2003,"Crime, Drama, Mystery",7.9,84.0,412961,138,R
549,My Left Foot,1989,"Biography, Drama",7.9,97.0,66584,103,R
547,My Cousin Vinny,1992,"Comedy, Crime",7.6,68.0,104716,120,R
443,The Double Life of Véronique,1991,"Drama, Fantasy, Music",7.8,86.0,40961,98,R
447,The Legend of 1900,1998,"Drama, Music, Romance",8.1,58.0,57724,169,R
544,Mulholland Drive,2001,"Drama, Mystery, Thriller",8.0,85.0,314772,147,R
561,Night on Earth,1991,"Comedy, Drama",7.8,68.0,54266,129,R
448,The Best Offer,2013,"Crime, Drama, Mystery",7.8,49.0,105769,131,R
540,Infernal Affairs,2002,"Action, Crime, Drama",8.0,75.0,116713,101,R
449,The Holy Mountain,1973,"Adventure, Drama, Fantasy",7.9,76.0,35762,114,R
538,Moon,2009,"Drama, Mystery, Sci-Fi",7.9,67.0,330847,97,R
451,The Skin I Live In,2011,"Drama, Horror, Thriller",7.6,70.0,135828,120,R
533,Mommy,2014,Drama,8.1,74.0,49119,139,R
459,Hard Boiled,1992,"Action, Crime, Thriller",7.8,,46090,128,R
530,Mississippi Burning,1988,"Crime, Drama, History",7.8,65.0,86381,128,R
528,Misery,1990,"Drama, Thriller",7.8,75.0,180244,107,R
465,Amélie,2001,"Comedy, Romance",8.3,69.0,693078,122,R
466,The Tenant,1976,"Drama, Thriller",7.7,,38789,126,R
523,Miller's Crossing,1990,"Crime, Drama, Thriller",7.7,66.0,124165,115,R
541,Mr. Nobody,2009,"Drama, Fantasy, Romance",7.8,63.0,212700,141,R
345,Hell or High Water,2016,"Action, Crime, Drama",7.6,88.0,199449,102,R
353,Hot Fuzz,2007,"Action, Comedy, Mystery",7.8,81.0,456112,121,R
344,Hedwig and the Angry Inch,2001,"Comedy, Drama, Music",7.7,85.0,31584,95,R
250,After the Wedding,2006,Drama,7.7,78.0,31481,120,R
252,Pan's Labyrinth,2006,"Drama, Fantasy, War",8.2,98.0,609294,118,R
253,The Secret in Their Eyes,2009,"Drama, Mystery, Romance",8.2,80.0,189044,129,R
736,Thank You for Smoking,2005,"Comedy, Drama",7.6,71.0,211430,92,R
735,Terminator 2: Judgment Day,1991,"Action, Sci-Fi",8.5,75.0,979235,137,R
257,End of Watch,2012,"Action, Crime, Drama",7.6,68.0,225201,109,R
258,Enemy at the Gates,2001,"Drama, History, War",7.6,53.0,239257,131,R
260,Enter the Dragon,1973,"Action, Crime, Drama",7.7,83.0,94842,102,R
731,Taxi Driver,1976,"Crime, Drama",8.3,94.0,707725,114,R
263,Eternal Sunshine of the Spotless Mind,2004,"Drama, Romance, Sci-Fi",8.3,89.0,894643,108,R
264,Evil Dead II,1987,"Action, Comedy, Fantasy",7.8,72.0,145348,84,R
265,Ex Machina,2014,"Drama, Sci-Fi, Thriller",7.7,78.0,464943,108,R
727,Tae Guk Gi: The Brotherhood of War,2004,"Action, Drama, War",8.1,64.0,37439,140,R
267,Falling Down,1993,"Action, Crime, Drama",7.6,56.0,167436,113,R
725,"Synecdoche, New York",2008,Drama,7.6,67.0,80920,124,R
268,Fanny and Alexander,1982,Drama,8.1,100.0,56516,188,R
271,Fargo,1996,"Crime, Drama, Thriller",8.1,85.0,603917,98,R
722,Superbad,2007,Comedy,7.6,76.0,513143,113,R
272,Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",7.6,41.0,256040,118,R
718,Straight Outta Compton,2015,"Biography, Drama, History",7.8,72.0,176795,147,R
274,The Celebration,1998,Drama,8.0,82.0,76641,105,R
276,Fight Club,1999,Drama,8.8,66.0,1816619,139,R
279,First Blood,1982,"Action, Adventure",7.7,61.0,222433,93,R
247,Ed Wood,1994,"Biography, Comedy, Drama",7.8,70.0,163323,127,R
636,Wild Tales,2014,"Comedy, Drama, Thriller",8.1,77.0,171895,122,R
744,The Big Lebowski,1998,"Comedy, Crime, Sport",8.1,71.0,717962,117,R
246,Eastern Promises,2007,"Action, Crime, Drama",7.6,82.0,224620,100,R
210,Downfall,2004,"Biography, Drama, History",8.2,82.0,326096,156,R
216,The Motorcycle Diaries,2004,"Adventure, Biography, Drama",7.8,75.0,95650,126,R
771,The Departed,2006,"Crime, Drama, Thriller",8.5,85.0,1165457,151,R
770,The Deer Hunter,1978,"Drama, War",8.1,86.0,305836,183,R
217,Die Hard,1988,"Action, Thriller",8.2,72.0,770858,132,R
218,Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",7.6,58.0,358430,128,R
223,The Killer,1989,"Action, Crime, Drama",7.8,82.0,45121,111,R
224,Dirty Harry,1971,"Action, Crime, Thriller",7.7,90.0,141170,102,R
225,District 9,2009,"Action, Sci-Fi, Thriller",7.9,81.0,631841,112,R
764,The Crow,1994,"Action, Drama, Fantasy",7.6,71.0,164197,102,R
226,Django Unchained,2012,"Drama, Western",8.4,81.0,1325561,165,R
227,Fallen Angels,1995,"Comedy, Crime, Drama",7.7,71.0,25009,99,R
228,Do the Right Thing,1989,"Comedy, Drama",8.0,93.0,86917,120,R
759,The Butterfly Effect,2004,"Drama, Sci-Fi, Thriller",7.6,30.0,445655,113,R
230,Dog Day Afternoon,1975,"Biography, Crime, Drama",8.0,86.0,231778,125,R
231,Dogville,2003,"Crime, Drama",8.0,60.0,135571,178,R
755,The Breakfast Club,1985,"Comedy, Drama",7.8,66.0,351151,97,R
232,Donnie Brasco,1997,"Biography, Crime, Drama",7.7,76.0,273597,127,R
233,Donnie Darko,2001,"Drama, Mystery, Sci-Fi",8.0,88.0,730422,113,R
235,Down by Law,1986,"Comedy, Crime, Drama",7.8,75.0,47071,107,R
750,The Boondock Saints,1999,"Action, Crime, Thriller",7.8,44.0,225223,108,R
749,The Blues Brothers,1980,"Action, Adventure, Comedy",7.9,60.0,179733,133,R
239,Drive,2011,"Crime, Drama",7.8,78.0,561016,100,R
490,Run Lola Run,1998,"Crime, Drama, Thriller",7.6,77.0,186448,80,R
705,Spotlight,2015,"Biography, Crime, Drama",8.1,93.0,409414,129,R
709,Stand by Me,1986,"Adventure, Drama",8.1,75.0,357444,89,R
499,Léon: The Professional,1994,"Action, Crime, Drama",8.5,64.0,1013184,110,R
646,Roma,2018,Drama,7.7,96.0,135771,135,R
313,Good Bye Lenin!,2003,"Comedy, Drama, Romance",7.7,68.0,136131,121,R
648,Room,2015,"Drama, Thriller",8.1,86.0,360603,118,R
289,Frost/Nixon,2008,"Biography, Drama, History",7.7,80.0,101743,122,R
314,Good Will Hunting,1997,"Drama, Romance",8.3,70.0,842238,126,R
315,Goodfellas,1990,"Biography, Crime, Drama",8.7,90.0,997319,146,R
652,Rush,2013,"Action, Biography, Drama",8.1,74.0,424951,123,R
673,Shaun of the Dead,2004,"Comedy, Horror",7.9,76.0,504231,99,R
316,Gran Torino,2008,Drama,8.1,72.0,709856,116,R
670,Serpico,1973,"Biography, Crime, Drama",7.7,87.0,107340,130,R
668,The Raid 2,2014,"Action, Crime, Thriller",8.0,71.0,112546,150,R
667,The Raid: Redemption,2011,"Action, Thriller",7.6,73.0,187908,101,R
324,Talk to Her,2002,"Drama, Mystery, Romance",7.9,86.0,103215,112,R
663,Secrets & Lies,1996,"Comedy, Drama",8.0,91.0,36693,136,R
326,Hacksaw Ridge,2016,"Biography, Drama, History",8.1,71.0,421721,139,R
661,Se7en,1995,"Crime, Drama, Mystery",8.6,65.0,1410633,127,R
660,Schindler's List,1993,"Biography, Drama, History",8.9,94.0,1189342,195,R
659,Scent of a Woman,1992,Drama,8.0,59.0,255718,156,R
658,Scarface,1983,"Crime, Drama",8.3,65.0,725213,170,R
657,Saw,2004,"Horror, Mystery",7.6,46.0,373430,103,R
656,Saving Private Ryan,1998,"Drama, War",8.6,91.0,1210226,169,R
642,Road to Perdition,2002,"Crime, Drama, Thriller",7.7,72.0,243118,117,R
328,Halloween,1978,"Horror, Thriller",7.8,87.0,224070,91,R
680,Short Cuts,1993,"Comedy, Drama",7.7,79.0,41735,188,R
681,Short Term 12,2013,Drama,8.0,82.0,80156,96,R
290,Full Metal Jacket,1987,"Drama, War",8.3,76.0,661698,116,R
295,Gangs of Wasseypur,2012,"Action, Crime, Drama",8.2,89.0,79278,321,R
700,"South Park: Bigger, Longer & Uncut",1999,"Animation, Comedy, Fantasy",7.7,73.0,190364,81,R
297,Head-On,2004,"Drama, Romance",7.9,78.0,50483,121,R
298,Get Out,2017,"Horror, Mystery, Thriller",7.7,85.0,476312,104,R
695,Snatch,2000,"Comedy, Crime",8.3,55.0,769651,102,R
303,Parasite,2019,"Comedy, Drama, Thriller",8.6,96.0,488040,132,R
343,Heat,1995,"Crime, Drama, Thriller",8.2,76.0,565337,170,R
693,Slumdog Millionaire,2008,"Drama, Romance",8.0,84.0,788503,120,R
692,Sling Blade,1996,Drama,8.0,84.0,85928,135,R
305,Gladiator,2000,"Action, Adventure, Drama",8.5,67.0,1314588,155,R
639,Requiem for a Dream,2000,Drama,8.3,68.0,752147,102,R
690,Sleepers,1996,"Crime, Drama, Thriller",7.6,49.0,184308,147,R
306,Glengarry Glen Ross,1992,"Crime, Drama, Mystery",7.7,82.0,94260,100,R
307,Glory,1989,"Biography, Drama, History",7.8,78.0,119902,122,R
309,Gone Baby Gone,2007,"Crime, Drama, Mystery",7.6,72.0,246551,114,R
686,Sin City,2005,"Crime, Thriller",8.0,74.0,734269,124,R
685,Silver Linings Playbook,2012,"Comedy, Drama, Romance",7.7,81.0,652890,122,R
684,Sicario,2015,"Action, Crime, Drama",7.6,82.0,363014,121,R
683,Shutter Island,2010,"Mystery, Thriller",8.2,63.0,1102797,138,R
310,Gone Girl,2014,"Drama, Mystery, Thriller",8.1,79.0,838493,149,R
640,Reservoir Dogs,1992,"Crime, Drama, Thriller",8.3,79.0,900985,99,R
653,Rushmore,1998,"Comedy, Drama, Romance",7.7,86.0,166503,93,R
677,Neon Genesis Evangelion: The End of Evangelion,1997,"Animation, Action, Drama",8.1,,36954,87,TV-14
436,Ghost in the Shell,1995,"Animation, Action, Crime",8.0,76.0,126259,83,TV-MA
940,Udta Punjab,2016,"Action, Crime, Drama",7.8,,26495,148,TV-MA
138,5 Centimeters Per Second,2007,"Animation, Drama, Family",7.6,,49638,63,TV-PG
917,The Girl Who Leapt Through Time,2006,"Animation, Adventure, Comedy",7.7,,58982,98,TV-PG
189,Darbareye Elly,2009,"Drama, Mystery, Thriller",8.0,87.0,44072,119,TV-PG
890,The Thin Man,1934,"Comedy, Crime, Mystery",8.0,,25905,91,TV-PG
811,The Invisible Man,1933,"Horror, Sci-Fi",7.7,87.0,29533,71,TV-PG
333,Happiness,1998,"Comedy, Drama",7.7,81.0,65620,134,Unrated
551,Mysterious Skin,2004,Drama,7.6,73.0,65231,105,Unrated
196,Dawn of the Dead,1978,"Action, Adventure, Horror",7.9,71.0,109660,127,Unrated
